,questions,answer_texts
3037,"['In what year was the film Black Panther released?', 'What actor was Black Panther?', 'Is the movie part of MCU?', 'Directed by who?', 'Has Black Panther been in other Marvel films?']","['2018', 'Chadwick Boseman', 'Yes', 'Ryan Coogler', 'Yes']"
3038,"['What was the name of the author who wrote The Wonderful Wizard of Oz?', 'What movie was based on the book The Wonderful Wizard of Oz?', 'What is the name of the good witch in the The Wonderful Wizard of Oz?', 'What year was The Wizard of Oz written?', 'What is the genre of The Wonderful Wizard of Oz?']","['L. Frank Baum', 'The Wizard of Oz', 'Glinda the Good Witch', '1900', ""children's literature""]"
3039,"['Who wrote the book Ready Player One?', 'what genre book is it?', ""didn't they make a film from the book?"", ""what was the book's publisher?"", 'what awards did the book win?']","['Ernest Cline', 'science fiction novel', 'Ready Player One was made into a movie.', 'Crown Publishing Group', 'Ready Player One won the Promethus Award.']"
3040,"['What actor portrays Tony Stark in the movie The Avengers?', 'and who was Hulk?', 'who directed it?', 'did he screenwrite it too?', 'and what company produced it?']","['Robert Downey Jr.', 'Mark Ruffalo', 'Joss Whedon', 'Yes', 'Marvel Studios']"
3041,"['In what year was Saving Private Ryan first released in theaters in the US?', 'What actor appeared in this movie before he was a major star?', 'What actor played Captain Miller?', 'Who directed the movie?', 'Where does the opening scene take place?']","['1988', 'Vin Diesel', 'Tom Hanks', 'Steven Spielberg', 'Omaha Beach']"
3042,"[""What's the name of the author of the book Twilight?"", 'What was the release date for the book?', ""Who's the human girl character in the book?"", 'What character did she fall in love with?', 'What was he?']","['Stephenie Meyer', '05 October 2005', 'Isabella ""Bella"" Swan', 'Edward Cullen', 'vampire']"
3043,"['Who was the author of Watership Down?', ""And what was the book's origin country?"", ""What's the author's date of birth?"", 'Where was the author born?', 'The book setting?']","['Richard Adams', 'England', '9 May 1920', 'Newbury', 'Berkshire']"
3044,"['Which actress played Padmé Amidala in Star Wars: Episode 1?', 'Did she also play a role in Pirates of the Caribbean 1?', 'In Pirates of the Caribbean, who starred as Elizabeth Swann?', 'Was she in Star Wars 1?', 'What role did she play?']","['Natalie Portman', 'No', 'Keira Knightley', 'Yes', 'Sabé']"
3045,"[""What's the name of the person who created the TV show Firefly?"", 'Was he a screenwriter on any of the episodes?', 'And which actor played Mal Reynolds?', 'And which date did the first episode premiere on television?', 'How many episodes in the series?']","['Joss Whedon', 'Yes', 'Nathan Fillion', '20 September 2002', '14']"
3046,"['What position did David Beckham play?', 'Which league did he play for at the beginning of his career?', 'What was the name of the school he went to?', 'Did David Beckham play in the 1998 FIFA World Cup?', 'Who is David Beckham married to?']","['midfielder', 'Premier League', 'Chingford Foundation School', 'Yes', 'Victoria Beckham']"
3047,"['What year was the album Like A Virgin released?', 'who was artist?', 'and what style music was the album?', 'who produced the record?', 'which label was that record on?']","['1984', 'Madonna', 'dance-pop', 'Nile Rodgers', 'Sire Records']"
3048,"['Who are the creators of the Vampire diaries tv show?', 'Who was casted as the main role?', 'Who is the lead actor?', 'Who is Damon Salvatore?', 'what characters does Nina Dobrev play?']","['Julie Plec;Kevin Williamson', 'Nina Dobrev', 'Paul Wesley', 'Ian Somerhalder', 'Elena Gilbert;Katherine Pierce;Amara']"
3049,"['the character played by Anjelica Huston in The Addams Family?', 'number of kids of Morticia?', 'who playes the younger?', 'what about the other child?', 'who of two actors is older in effect?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
3050,"['which company Zenit St Petersburg belongs to?', 'Dynamo and Spartak Moscow also belong to them?', 'how many of the three are in the russian premier league?', 'and the oldest of the three?', 'how is their stadium called?']","['Gazprom', 'No', '3', 'Spartak Moscow', 'Otkrytie Arena']"
3051,"['Who wrote Foundation?', 'When was it released?', 'Is it part of a series?', 'So what is the sequel?', 'Is that the final part of the series?']","['Isaac Asimov', '1951', 'Yes', 'Foundation and Empire', 'No']"
3052,"['Who wrote The Wonderful Wizard of Oz?', 'What movie was based on the book The Wonderful Wizard of Oz?', 'What is the name of the good witch in the The Wonderful Wizard of Oz?', 'When was The Wizard of Oz written?', 'What is the genre of The Wonderful Wizard of Oz?']","['L. Frank Baum', 'The Wizard of Oz', 'Glinda the Good Witch', '1900', ""children's literature""]"
3053,"['From where is the football player Antoine Griezmann?', 'What team did he play for in 2010?', 'Did he move to another football club after this ?', 'Which team did he move to?', 'And who was the head coach of the team when he moved there?']","['France', 'Real Sociedad', 'Yes', 'Atlético Madrid', 'Diego Pablo Simeone']"
3054,"['What is the publication date of the first book of the book series The Dwarves ?', 'Which title has the second book ?', 'author?', 'In which city was he born ?', 'When was he born ?']","['2003', 'The War of the Dwarves', 'Markus Heitz', 'Homburg', '10 October 1971']"
3055,"['Who is the voice actor of the unicorn in The Last Unicorn?', 'Did the voice actor work as a model in the past?', 'Is the movie based on a book?', 'Who provided the music for the movie?', 'What genre do they play normally?']","['Mia Farrow', 'Yes', 'Yes', 'America', 'folk rock']"
3056,"['Who was the male lead actor in High School Musical?', 'What was the name of his character?', 'And which actress played the female lead?', 'Who played Sharpay?', 'Who directed the film?']","['Zac Efron', 'Troy Bolton', 'Vanessa Hudgens', 'Ashley Tisdale', 'Kenny Ortega']"
3057,"['The album Thriller was made by what musician?', 'what else is he called?', 'is he dead?', 'what other big album did he make?', 'it was released in what year?']","['Michael Jackson', 'The King of Pop', 'Yes', 'Bad', '30 November 1982']"
3058,"['Did Mesut Özil participate in wc 2018?', 'Club in 2014?', 'Name of the previous club?', 'Country?', 'Did this player in Spain national team in 2018 wc?']","['Yes', 'Arsenal F.C.', 'Real Madrid C.F.', 'Spain', 'No']"
3059,"['In what year was Manchester United F.C. established?', 'What’s the name of their manager in 2017?', 'In what year were they last the Premier League winners?', 'What were David Beckham’s active years on the team?', 'What is the number of games he played on the team?']","['1875', 'José Mourinho', '2016', '1992;2003', '265']"
3060,"['What album did Sufjan Stevens release first?', 'What label released this album?', 'When was he born?', 'What type of music does he write?', 'What college did he attend?']","['A Sun Came', 'Asthmatic Kitty', '1 July 1975', 'Indie Folk', 'Hope College']"
3061,"['By whom is the character the unicorn in The Last Unicorn dubbed?', 'Did the voice actor work as a model in the past?', 'Is the movie made from a book?', 'Who provided the music for the movie?', 'In what style is their music typically?']","['Mia Farrow', 'Yes', 'Yes', 'America', 'folk rock']"
3062,"['When did Mission: Impossible – Fallout come out?', 'who was the star?', 'and who directed the movie?', 'what type of film was it?', 'which company produced the film?']","['2018', 'Tom Cruise', 'Christopher McQuarrie', 'Mission: Impossible – Fallout was a thriller film.', 'Bad Robot Productions']"
3063,"['Where does the band Mumford and Sons come from?', 'What was their founding year?', ""Lead singer's name?"", 'His birthplace?', 'First album?']","['United Kingdom', '2007', 'Marcus Mumford', 'Anaheim', 'Sigh No More']"
3064,"['The Wall was an album made by what band?', 'the style of music was?', 'and the cover was done by whom?', 'and the producer was who?', 'what company put it out in America?']","['Pink Floyd', 'prog rock', 'Gerald Scarfe', 'Bob Ezrin', 'Columbia Records']"
3065,"['Marta Kauffman and David Crane created what TV sitcom?', 'Did they write too?', 'who plays Rachel?', 'who does she end up with?', ""Who was Ross' sister?""]","['Friends', 'Yes', 'Jennifer Aniston', 'Ross Geller', 'Monica Geller']"
3066,"['When was the first book of the book series The Dwarves published ?', 'Which title has the second book ?', 'Who is the author ?', 'In which city was he born ?', 'When was he born ?']","['2003', 'The War of the Dwarves', 'Markus Heitz', 'Homburg', '10 October 1971']"
3067,"['Who directs The Matrix?', ""What's the sequel name?"", 'Any sequel to Matrix 2?', 'Who is Hugo Weaving play there?', 'Who acted as Trinity there?']","['Lilly Wachowski;Lana Wachowski', 'The Matrix Reloaded', 'Yes', 'Agent Smith', 'Carrie-Anne Moss']"
3068,"['Who was the creator of Law and Order?', 'Which network was Law and Order on orginally?', 'What was the name of the actor who played Jack McCoy?', 'Who did Chris Noth play on Law and Order?', 'How many seasons was Law and Order?']","['Dick Wolf', 'NBC', 'Sam Waterston', 'Mike Logan', '20']"
3069,"['Did The Black Eyed Peas first get together in 1998?', 'Where did they originate?', 'What music do they play?', 'Do they have an official website?', 'Did Fergie leave the band in 2014 ?']","['No', 'Los Angeles', 'hip hop music;techno;pop music', 'http://www.blackeyedpeas.com', 'No']"
3070,"['When was The Wizard of Oz first released in theaters?', 'Who played Dorothy in it?', 'And who wrote the book it was based on?', ""And what's the name of the song Dorothy sings?"", 'Who composed it?']","['25 August 1939', 'Judy Garland', 'L. Frank Baum', 'Over the Rainbow', 'Harold Arlen;Yip Harburg']"
3071,"['The television show M*A*S*H was the creation of what person?', 'which network aired it?', 'who was the director?', 'it was about which war?', 'who played Hawkeye?']","['Larry Gelbart', 'CBS', 'Robert Altman', 'Korean War', 'Alan Alda']"
3072,"['They play what kind of music?', 'Where are they from?', ""What's the lead singer's name?"", 'Their first album was called what?', 'What date did it come out?']","['pop rock', 'United States of America', 'Dan Reynolds', 'Night Visions', '04 September 2012']"
3073,"['What is the name of the actor who plays Robert McCall in the movie The Equalizer?', 'What company produced the movie?', 'What city is the movie set in?', 'Who was the music done by?', 'What actress played Terri in the movie?']","['Denzel Washington', 'Columbia Pictures', 'Boston', 'Harry Gregson-Williams', 'Chloë Grace Moretz']"
3074,"['whom Anjelica Huston plays in The Addams Family?', 'number of kids of Morticia?', 'who playes the younger?', 'what about the other child?', 'Christina or Jimmy is older?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
3075,"['Who was the creator of the TV series M*A*S*H?', 'what network was it on?', ""what's the name of it's director?"", 'what war was it set in?', 'which actor played Hawkeye?']","['Larry Gelbart', 'CBS', 'Robert Altman', 'Korean War', 'Alan Alda']"
3076,"[""In what year was Ender's Game written?"", 'Who is the author?', 'What genre is it?', 'Is it one book within a series?', 'The series consists of how many books?']","['1985', 'Orson Scott Card', 'science fiction', 'Yes', '6']"
3077,"[""Tell me the name of the album that the Red Hot Chili Pepper's released in 1999."", ""What's the first song on the album?"", 'Who played the lead guitar on that song?', 'Give me the name of the most recent album that he has been featured on.', 'Give me the year that album was released.']","['Californication', '""Around the World""', 'John Frusciante', 'Trickfinger II', '2017']"
3078,"['How many seasons of Friends were there?', 'Who produced the show?', 'Who distributed the show?', 'What was the theme song called?', 'Where did Jennifer Aniston and David Schwimmer both show up?']","['10', 'David Crane;Marta Kauffman', 'Warner Bros. Television Distribution', ""I'll Be There for You"", 'Friends']"
3079,"['The band is from where?', 'In what year did the band get started?', ""Who's the lead singer?"", 'The band signed with what major label?', 'The first album released with Reprise Records was what?']","['United States', '1986', 'Billie Joe Armstrong', 'Reprise Records', 'Dookie']"
3080,"['What year did Saving Private Ryan first show in the US?', 'What little known actor starred in this movie?', 'What actor played Captain Miller?', 'Who directed the movie?', 'Where does the opening scene take place?']","['1988', 'Vin Diesel', 'Tom Hanks', 'Steven Spielberg', 'Omaha Beach']"
3081,"['Who is the author of the novel The Hound of the Baskervilles?', 'and who was the main character?', ""what was his sidekick's name?"", 'and it followed which book?', 'the next book was what?']","['Sir Arthur Conan Doyle', 'Sherlock Holmes', 'Dr. John Watson', 'The Memoirs of Sherlock Holmes', 'The Return of Sherlock Holmes']"
3082,"['which company Zenit St Petersburg belongs to?', 'it also owns Moscow teams Dynamo and Spartak?', 'and among the three how many play in the russian premier league?', 'and which is the oldest?', 'how is their stadium called?']","['Gazprom', 'No', '3', 'Spartak Moscow', 'Otkrytie Arena']"
3083,"['company that owns Zenit St Petersburg?', 'Dynamo and Spartak Moscow also belong to them?', 'and among the three how many play in the russian premier league?', 'and the oldest of the three?', ""the name of it's stadium?""]","['Gazprom', 'No', '3', 'Spartak Moscow', 'Otkrytie Arena']"
3084,"['Which actor starred in the role of Amenadiel in Lucifer?', 'and Mr Morningstar was played by?', 'his birthdate?', 'What about D. B. Woodside?', ""Does the series relate to the DC comics' Lucifer?""]","['D. B. Woodside', 'Tom Ellis', '17 November 1978', '25 July 1969', 'Yes']"
3085,"['When did The Beatles begin performing?', 'Where did they live?', 'Who managed them first?', 'What hairstyle were they famous for?', 'In what year did they break up?']","['1960', 'Liverpool', 'Brian Epstein', 'bowl cut', '1970']"
3086,"['Who authored the book Jaws?', 'When was it written?', 'The book was published by what company?', ""What's the book's genre?"", 'Did it turn into a film?']","['Peter Benchley', '1974', 'Doubleday; Bantam Books', 'Thriller', 'yes']"
3087,"['Who authored the book Jaws?', 'The book was written in what year?', 'The book was published by what company?', ""What's the book's genre?"", 'Was it turned into a movie?']","['Peter Benchley', '1974', 'Doubleday; Bantam Books', 'Thriller', 'yes']"
3088,"['Which actress played Padmé Amidala in Star Wars: Episode 1?', 'Did she also play a role in Pirates of the Caribbean 1?', 'In Pirates of the Caribbean, who starred as Elizabeth Swann?', 'Was she in Star Wars 1?', ""Who's the character that she portrayed?""]","['Natalie Portman', 'No', 'Keira Knightley', 'Yes', 'Sabé']"
3089,"['Who wrote the book Great Expectations?', 'Was it written in 1861?', 'Who is the publisher?', ""What's the genre of the book?"", 'What was the main setting?']","['Charles Dickens', 'No', 'Chapman & Hall', 'black comedy', 'London;Kent']"
3090,"['Who wrote The Wonderful Wizard of Oz?', 'Can you name the Movie made from the book The Wonderful of Oz?', 'What was the good witch named in The Wonderful Wizard of Oz?', 'What year was The Wizard of Oz written?', 'What is the genre of The Wonderful Wizard of Oz?']","['L. Frank Baum', 'The Wizard of Oz', 'Glinda the Good Witch', '1900', ""children's literature""]"
3091,"['How many seasons did the TV show Friends air?', 'Who was the producer?', 'Who was the distributor?', 'What was the theme song for the show?', 'Where did Jennifer Aniston and David Schwimmer both work?']","['10', 'David Crane;Marta Kauffman', 'Warner Bros. Television Distribution', ""I'll Be There for You"", 'Friends']"
3092,"['Which musical artist created the album Thriller?', 'what else is he called?', 'dead?', 'did he make any other big records?', 'when did it come out?']","['Michael Jackson', 'The King of Pop', 'Yes', 'Bad', '30 November 1982']"
3093,"['Which movie of the The Lord of the Rings trilogy is the second longest?', ""The director's first wife?"", 'How many children has she in 2017?', 'Has she been an actress?', 'The birth place of her first child?']","['The Lord of the Rings: The Two Towers', 'Fran Walsh', '2', 'Yes', 'Wellington']"
3094,"['The Los Angeles Galaxy are a member of what soccer league?', ""what's their home stadium?"", 'what year was the team founded?', ""Wasn't David Beckham on that team?"", ""what was the coach's name in August 2008?""]","['Major League Soccer', 'Dignity Health Sports Park', '1995', 'yes', 'Cobi Jones']"
3095,"['From what country did Led Zeppelin originate?', 'And how many people were originally in the band?', ""What was the drummer's name?"", 'What was the name of their debut album?', ""And what was their lead singer's name?""]","['England', '4', 'John Bonham', 'Led Zeppelin', 'Robert Plant']"
3096,"['Who was the creator of Star Wars?', 'When was it released?', ""What is it's name?"", 'actor who played Luke Skywalker?', 'and who played Leia?']","['George Lucas', '1977', 'Star Wars Episode IV: A New Hope', 'Mark Hamill', 'Carrie Fisher']"
3097,"['In what movie did the actors Leonardo DiCaprio and Joseph Gordon-Levitt starr in?', 'Who directed it?', 'Was the director the same as the screenwriter?', 'And what is the duration of the movie?', 'Is the duration of the film shorter than the one from Snowden?']","['Inception', 'Christopher Nolan', 'Yes', '148 minute', 'No']"
3098,"['Who created the show Criminal Minds?', 'What date did the show begin?', 'What network airs it?', 'Can you tell me the name of the unit that the show is about?', 'Is the show still on the air in 2018?']","['Jeff Davis', '22 September 2005', 'CBS', 'Behavioral Analysis Unit', 'Yes']"
3099,"[""What's the name of the guy who sings lead in the band Radiohead?"", 'Who plays the drums in that band?', ""What's his date of birth?"", 'And what was the name of their first major record?', ""What's the number of tracks on that record?""]","['Thom Yorke', 'Philip Selway', '23 May 1967', 'Pablo Honey', '12']"
3100,"['Who had the role JD in Scrubs?', 'And who starred as Turk?', 'How many seasons has it?', 'And the number of episodes?', 'When did it end?']","['Zach Braff', 'Donald Faison', '9', '182', '17 March 2010']"
3101,"['Who created The X-Files?', 'In what year did the show come out?', 'What network did the show run on?', 'Who were the two main characters in the show?', 'What two actors portrayed those characters?']","['Chris Carter', '1993', 'Fox Broadcasting Company', 'Fox Mulder;Dana Scully', 'David Duchovny;Gillian Anderson']"
3102,"['Who directed Tombstone?', 'What was the name of the writer for the movie?', 'What year did it come out?', 'What was the name of the main character?', 'He was born when?']","['George P. Cosmatos;Kevin Jarre', 'Kevin Jarre', '1993', 'Wyatt Earp', '19 March 1848']"
3103,"['who is the author of the book Master and Margarita?', 'And he was born in the year?', 'Did he also write ""Death of the poet""?', 'then who is the author of this poem?', 'Did he live in the same time as Bulgakov?']","['Mikhail Bulgakov', '1891', 'No', 'Mikhail Lermontov', 'No']"
3104,"['To which club did CR7 move in 2018?', 'Country of this club?', 'Did they qualify for the 2018 world cup?', 'Which national team won the world cup?', ""Neymar played in the winner's national league in 2018?""]","['Juventus F.C.', 'Italy', 'No', 'France national football team', 'Yes']"
3105,"['What is the number of awards that Elvis Presley received?', 'The child of him and his spouse in 1968?', 'Her first album?', 'Did Michael Jackson take part in it?', 'Was she ever married to Michael?']","['4', 'Lisa Marie Presley', 'To Whom It May Concern', 'No', 'Yes']"
3106,"['how many episodes does Twin Peaks season 2 have?', 'which year was the last one?', ""and it's director?"", 'did he also make the previous episode?', 'who was it then?']","['22', '1991', 'David Lynch', 'No', 'Tim Hunter']"
3107,"['Who played the part of Allison DuBois in the TV show Medium?', 'Which cities DA gave her a job?', 'Who played the part of the DA?', ""What actor played Allison's husband?"", 'How many seasons did it run?']","['Patricia Arquette', 'Phoenix', 'Miguel Sandoval', 'Jake Weber', '7']"
3108,"['Who wrote the book Ready Player One?', 'what genre book is it?', 'was something created from the book?', 'who published the book?', 'and did the book win any awards?']","['Ernest Cline', 'science fiction novel', 'Ready Player One was made into a movie.', 'Crown Publishing Group', 'Ready Player One won the Promethus Award.']"
3109,"['Who is the creator of the television series House?', ""Hugh Laurie's role?"", 'How many seasons?', 'Genre?', 'Ending date?']","['David Shore', 'Gregory House', '8', 'Medical drama', '21 May 2012']"
3110,"['Who wrote Foundation?', 'When did he release it?', 'Is the book part of a series?', 'What is the name of the next book?', 'Is that the final part of the series?']","['Isaac Asimov', '1951', 'Yes', 'Foundation and Empire', 'No']"
3111,"['whom Anjelica Huston plays in The Addams Family?', 'how many children did Morticia have?', 'who playes the younger?', 'what about the other child?', 'Christina or Jimmy is older?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
3112,"['Who wrote the novel Watership Down?', 'When was it published?', 'In what language was it written?', 'Is it in the speculative fiction genre?', 'Did it earn a Carnegie Medal?']","['Richard Adams', '1972', 'English', 'Yes', 'Yes']"
3113,"['What year was Mission: Impossible – Fallout released?', 'who was the star?', 'and who directed the movie?', 'what genre was the movie?', ""who was the film's production company?""]","['2018', 'Tom Cruise', 'Christopher McQuarrie', 'Mission: Impossible – Fallout was a thriller film.', 'Bad Robot Productions']"
3114,"['When did The Carpenters sign with A&M Records?', 'What was their first hit?', 'When did Karen die?', 'Karen had what eating problem?', 'and how did she die?']","['1969', '(They Long to Be) Close to You', '1983', 'anorexia nervosa', 'heart failure']"
3115,"['Who directed and screenwrote the incredibles?', 'Was he also the producer of the movie?', 'What about the sequel, did he direct and screenwrite it?', 'Did both movies win oscar?', 'Name of the voice actor for Frozone?']","['Brad Bird', 'No', 'Yes', 'No', 'Samuel L. Jackson']"
3116,"['Who are the films The Wolf Of Wall Street and Shutter Island directed by?', 'Which one is longer?', 'More awards?', 'When was Wolf Of Wall Street published in the US?', 'Based on literature?']","['Martin Scorsese', 'The Wolf Of Wall Street', 'The Wolf Of Wall Street', '17 December 2013', 'Yes']"
3117,"['Who created the Vampire Diaries?', 'who is elena?', 'Who is the lead actor?', 'Who is Damon Salvatore?', 'what characters does Nina Dobrev play?']","['Julie Plec;Kevin Williamson', 'Nina Dobrev', 'Paul Wesley', 'Ian Somerhalder', 'Elena Gilbert;Katherine Pierce;Amara']"
3118,"['What band created the album The Wall?', 'and what type music was it?', 'who made the cover art?', 'and the producer was who?', 'what company put it out in America?']","['Pink Floyd', 'prog rock', 'Gerald Scarfe', 'Bob Ezrin', 'Columbia Records']"
3119,"['For which club did Jonas Hector originally play?', 'When did he play there?', 'Where did he go afterwards?', 'When was he born?', 'Where was that?']","['SV Auersmacher', '2009;2010', '1. FC Köln', '1990', 'Saarbrücken']"
3120,"['How many seasons of Friends were there?', 'Who was the producer?', 'Who distributed the show?', 'What was the theme song for the show?', 'Where did Jennifer Aniston and David Schwimmer both show up?']","['10', 'David Crane;Marta Kauffman', 'Warner Bros. Television Distribution', ""I'll Be There for You"", 'Friends']"
3121,"['When was the author Stephen King born?', 'What book did Stephen King write about a killer clown?', 'What is the title of the first book in The Dark Tower series?', 'What short story of him was turned into a movie with Arnold Schwarzenegger?', ""What was the children's book he wrote about a train?""]","['21 September 1947', 'IT', 'The Dark Tower: The Gunslinger', 'The Running Man', 'Charlie the Choo-Choo: From the World of The Dark Tower']"
3122,"['What soccer league does Manchester United play in?', ""what's their home pitch?"", 'who was the coach in 2017?', 'what song do their fans sing?', 'what was the first time they were in the cup finals?']","['Premier League', 'Old Trafford', 'José Mourinho', 'Glory Glory', '1909']"
3123,"['Who was the author of Great Expectations?', 'Was it written in 1861?', 'Who is the publisher?', ""What's the genre of the book?"", 'What was the setting for the book?']","['Charles Dickens', 'No', 'Chapman & Hall', 'black comedy', 'London;Kent']"
3124,"['The television show M*A*S*H was the creation of what person?', 'which network aired it?', ""what's the name of it's director?"", 'what war was it set in?', 'who played Hawkeye?']","['Larry Gelbart', 'CBS', 'Robert Altman', 'Korean War', 'Alan Alda']"
3125,"['What is the birthplace of Dolly Parton?', 'What is the name of her husband?', 'When was she born?', 'What is her middle name?', 'What is the name of the song that won her a Grammy Award for Best Country Song in 1981?']","['Sevier County', 'Carl Thomas Dean', '1946', 'Rebecca', '9 to 5']"
3126,"['Who is the author of the novel The Hound of the Baskervilles?', 'and who was the main character?', 'and his sidekick was who?', 'and it followed which book?', 'what came after it?']","['Sir Arthur Conan Doyle', 'Sherlock Holmes', 'Dr. John Watson', 'The Memoirs of Sherlock Holmes', 'The Return of Sherlock Holmes']"
3127,"['What genre of music does Imagine Dragons perform?', 'Where are they from?', ""What's the lead singer's name?"", 'Their first album was called what?', 'What date did it come out?']","['pop rock', 'United States of America', 'Dan Reynolds', 'Night Visions', '04 September 2012']"
3128,"['Which competitions do the Champions League winners qualify for?', 'when was it founded?', 'the winners of the Champions League in 2018?', 'against which team?', 'the man of the match was?']","['UEFA Super Cup;FIFA Club World Cup', '1955', 'Real Madrid C.F.', 'Liverpool F.C.', 'Gareth Bale']"
3129,"['Give me the publication date of Beverly Hills Cop in the USA.', 'What was the publication date in Germany?', 'Who stared as Axel Foley?', 'Films with James Earl Jones and him?', 'When publicated?']","['5 December 1984', '4 April 1985', 'Eddie Murphy', 'Coming to America', '29 June 1988']"
3130,"['Did Mesut Özil participate in wc 2018?', 'Name of his football club in 2014?', 'Name of the previous club?', 'Which country is that club?', 'Did he play for that country in 2018 wc?']","['Yes', 'Arsenal F.C.', 'Real Madrid C.F.', 'Spain', 'No']"
3131,"['What is the name of the first book from The Lord Of The Rings book series?', 'Number of books?', ""Author's birth place?"", ""First wife's name?"", 'Was she an author too?']","['The Fellowship Of The Ring', '3', 'Bloemfontein', 'Edith Tolkien', 'No']"
3132,"['When did Bob Marley die?', 'Why did he die?', ""Mother's occupation?"", 'Did his mother die after him?', 'First song in german charts?']","['11 May 1981', 'Melanoma', 'Writer;Singer', 'Yes', 'Could You Be Loved']"
3133,"['Birthdate Stephen King?', 'What book has a killer clowns', 'What is the title of the first book in The Dark Tower series?', 'What book to movie of him has Arnold Schwarzenegger in it?', ""What was the children's book he wrote about a train?""]","['21 September 1947', 'IT', 'The Dark Tower: The Gunslinger', 'The Running Man', 'Charlie the Choo-Choo: From the World of The Dark Tower']"
3134,"['What was the name of the director of the movie Scream?', 'Sidney Prescott was play by who?', 'What year did Scream came out?', 'What is the name of the screenwriter?', 'Who did Courteney Cox play in the movie?']","['Wes Craven', 'Neve Campbell', '1996', 'Kevin Williamson', 'Gale Weathers']"
3135,"['What year was Taylor Swift born in?', 'What genre of music does she perform?', 'Which song was her first top hit?', 'What year was that song released?', 'What album was that song on?']","['1989', 'country;pop', 'Our Song', '2007', 'Taylor Swift']"
3136,"['In what year was Manchester United F.C. established?', 'Who managed the team in 2017?', 'In what year were they last the Premier League winners?', 'What were David Beckham’s active years on the team?', 'What is the number of games he played on the team?']","['1875', 'José Mourinho', '2016', '1992;2003', '265']"
3137,"['What movie do Constance Wu and Henry Golding star in together?', 'Who is the director of this?', ""Who is the writer of this movie's screenplay?"", 'It premiered when?', 'Was this filmed adapted from a book?']","['Crazy Rich Asians', 'Jon M. Chu', 'Adele Lim', '7 August 2018', 'Yes']"
3138,"['What is the genre of the TV series Modern Family ?', 'Was How I Met Your Mother produced after Modern Family ?', 'How many seasons has the TV series until 2018 ?', 'In which city does the TV series play?', 'In which continent is this city?']","['mockumentary;American television sitcom', 'No', '10', 'Los Angeles', 'North America']"
3139,"['They play what kind of music?', 'The band is from what country?', ""What's the lead singer's name?"", 'What was their first album?', 'It released when?']","['pop rock', 'United States of America', 'Dan Reynolds', 'Night Visions', '04 September 2012']"
3140,"['Who sang Love Shack?', 'What year did the song come out?', ""What's the name of the album that it was part of?"", ""What was the album's record label?"", ""What's the name of the redhead in the video?""]","[""The B-52's"", '1989', 'Cosmic Thing', 'Reprise Records', 'Kate Pierson']"
3141,"['The Wall was an album made by what band?', 'the style of music was?', 'who made the cover art?', 'and the producer was who?', 'who was the American record label?']","['Pink Floyd', 'prog rock', 'Gerald Scarfe', 'Bob Ezrin', 'Columbia Records']"
3142,"['Who is the music composer of Roja?', 'when did he win the Oscars?', 'in which category?', 'for which film?', 'in which year was he awarded Padma Bhushan?']","['A. R. Rahman', '2008', 'Academy Award for Best Original Score;Academy Award for Best Original Song', 'Slumdog Millionaire', '2010']"
3143,"['the character played by Anjelica Huston in The Addams Family?', 'how many children did Morticia have?', 'what actor playes the younger child?', 'and the older?', 'Christina or Jimmy is older?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
3144,"['In what year was Manchester United F.C. established?', 'Who managed the team in 2017?', 'What year did they last win the Premier League?', 'During what time did David Beckham play for them?', 'What is the number of games he played on the team?']","['1875', 'José Mourinho', '2016', '1992;2003', '265']"
3145,"['What amount of albums did Eminem release in the 20th century?', 'And Dr Dre was the producer of which of those?', 'What city was he born in?', 'Is that next to Los Angeles?', 'Which city was founded first?']","['2', 'The Slim Shady LP', 'Compton', 'Yes', 'Los Angeles']"
3146,"['The movie Die Hard was released in theaters in which year?', 'Which actor plays the main protagonist?', ""What's his name in the movie?"", 'Which director directed it?', ""What's the name of the book the movie was inspired by?""]","['1988', 'Bruce Willis', 'John McClane', 'John McTiernan', 'Nothing Lasts Forever']"
3147,"['At which year was Shoot to Thrill by AC/DC released?', 'And Hells Bells?', 'Where is the band from?', 'Did they also make highway from hell?', 'When was that?']","['2011', '1980', 'Sydney', 'Yes', '1979']"
3148,"['Where was Jürgen Klopp born ?', 'date of birth ?', 'Where was he employed in 2014 ?', 'What about his next trainer job ?', 'What is the official name of the club ?']","['Stuttgart', '16 June 1967', 'Borussia Dortmund', 'Liverpool F.C.', 'Liverpool Football Club']"
3149,"['Who created the show Criminal Minds?', 'When did it start?', 'What network airs it?', 'Can you tell me the name of the unit that the show is about?', 'Is the show still on the air in 2018?']","['Jeff Davis', '22 September 2005', 'CBS', 'Behavioral Analysis Unit', 'Yes']"
3150,"[""What is Eddie Pope's birthday?"", 'What was the first team he played for?', 'What position did he play?', 'What is his birthplace?', 'What year did he play in the Summer Olympics?']","['24 December 1973', 'Real Salt Lake', 'Fullback', 'Greensboro', '1996']"
